mean_intensity,std_intensity,min_intensity,max_intensity,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,color_balance_rb,edge_density,rgb_variance,color_saturation,label
129.71655771683675,67.52411330028683,0.0,255.0,129.71655771683675,129.71655771683675,129.71655771683675,67.52411330028683,67.52411330028683,67.52411330028683,129.71655771683675,67.52411330028683,0.9999999229088452,0.5205511870132719,0.0,0.0,angry
72.66862643494898,28.877871567575674,17.0,253.0,72.66862643494898,72.66862643494898,72.66862643494898,28.877871567575674,28.877871567575674,28.877871567575674,72.66862643494898,28.877871567575674,0.9999998623890513,0.39739113026327905,0.0,0.0,neutral
143.8798230229592,67.63162763248182,0.0,255.0,143.8798230229592,143.8798230229592,143.8798230229592,67.63162763248182,67.63162763248182,67.63162763248182,143.8798230229592,67.63162763248182,0.9999999304975562,0.4700563394571754,0.0,0.0,sad
145.7322624362245,64.56909564579104,0.0,255.0,145.7322624362245,145.7322624362245,145.7322624362245,64.56909564579104,64.56909564579104,64.56909564579104,145.7322624362245,64.56909564579104,0.9999999313810192,0.4430665532512562,0.0,0.0,angry
109.6436543367347,62.342659819175964,1.0,255.0,109.6436543367347,109.6436543367347,109.6436543367347,62.342659819175964,62.342659819175964,62.342659819175964,109.6436543367347,62.342659819175964,0.9999999087954597,0.5685933628386484,0.0,0.0,happy
116.27058753188776,73.6754878627891,2.0,255.0,116.27058753188776,116.27058753188776,116.27058753188776,73.6754878627891,73.6754878627891,73.6754878627891,116.27058753188776,73.6754878627891,0.9999999139937334,0.6336553645265584,0.0,0.0,neutral
101.05775005314626,57.49776301768686,0.0,255.0,100.81517059948979,98.2916334502551,104.06644610969387,57.82525402134887,58.05316110140465,56.45605584702372,101.05775005314626,57.49776301768686,0.9687576032494372,0.5689594048734979,8.381248906405759,5.774812659438766,fearful
112.5473333864796,23.25099500662226,29.0,218.0,112.5473333864796,112.5473333864796,112.5473333864796,23.250995006622265,23.250995006622265,23.250995006622265,112.5473333864796,23.25099500662226,0.9999999111485025,0.20658857247993845,0.0,0.0,neutral
144.29705436862244,54.151226922066066,40.0,255.0,144.29705436862244,144.29705436862244,144.29705436862244,54.15122692206606,54.15122692206606,54.15122692206606,144.29705436862244,54.151226922066066,0.9999999306985208,0.37527601243314906,0.0,0.0,angry
113.0,74.68260220043602,0.0,227.0,113.0,113.0,113.0,74.68260220043602,74.68260220043602,74.68260220043602,113.0,74.68260220043602,0.9999999115044326,0.660907925587228,0.0,0.0,surprised
108.02738360969387,52.12711861436309,0.0,225.0,108.02738360969387,108.02738360969387,108.02738360969387,52.12711861436309,52.12711861436309,52.12711861436309,108.02738360969387,52.12711861436309,0.9999999074308871,0.482536113040919,0.0,0.0,neutral
99.34905133928571,63.01296077271457,0.0,255.0,99.34905133928571,99.34905133928571,99.34905133928571,63.01296077271457,63.01296077271457,63.01296077271457,99.34905133928571,63.01296077271457,0.9999998993447964,0.6342582398188928,0.0,0.0,neutral
130.9267578125,39.12832459910257,45.0,221.0,130.9267578125,130.9267578125,130.9267578125,39.12832459910257,39.12832459910257,39.12832459910257,130.9267578125,39.12832459910257,0.9999999236214246,0.29885656885029177,0.0,0.0,neutral
172.41262755102042,50.17916380861881,29.0,255.0,172.41262755102042,172.41262755102042,172.41262755102042,50.17916380861881,50.17916380861881,50.17916380861881,172.41262755102042,50.17916380861881,0.9999999419996113,0.29104110070684214,1.2116903504194741e-27,0.0,surprised
117.45643335459184,38.482495742113656,18.0,255.0,117.45643335459184,117.45643335459184,117.45643335459184,38.482495742113656,38.482495742113656,38.482495742113656,117.45643335459184,38.482495742113656,0.9999999148620567,0.32763205357698433,3.0292258760486853e-28,0.0,sad
161.6157459077381,62.834507863076695,0.0,255.0,160.5899433992347,163.72293526785714,160.53435905612244,61.9893141233092,62.739053390009865,63.71028436699706,161.6157459077381,62.834507863076695,1.0003461834586513,0.3887894933891665,3.330957654348992,3.1885762117346985,surprised
107.23698580994898,72.504239435797,0.0,206.0,107.23698580994898,107.23698580994898,107.23698580994898,72.50423943579702,72.50423943579702,72.50423943579702,107.23698580994898,72.504239435797,0.9999999067485998,0.6761121839359694,0.0,0.0,neutral
69.22205835459184,62.260764040247864,0.0,255.0,69.22205835459184,69.22205835459184,69.22205835459184,62.26076404024786,62.26076404024786,62.26076404024786,69.22205835459184,62.260764040247864,0.9999998555373996,0.8994351876530976,0.0,0.0,neutral
129.74720982142858,59.55578572823341,1.0,249.0,129.74720982142858,129.74720982142858,129.74720982142858,59.55578572823341,59.55578572823341,59.55578572823341,129.74720982142858,59.55578572823341,0.9999999229270575,0.4590139643084467,0.0,0.0,angry
101.05090082908163,42.44794559370343,7.0,186.0,101.05090082908163,101.05090082908163,101.05090082908163,42.44794559370343,42.44794559370343,42.44794559370343,101.05090082908163,42.44794559370343,0.9999999010399815,0.42006494791026916,0.0,0.0,neutral
147.56875797193877,65.31868340695613,0.0,255.0,149.4599011479592,147.14058514030611,146.10578762755102,64.89122897892935,65.53666344321975,65.48103019710582,147.56875797193877,65.31868340695613,1.0229566764281206,0.4426321660378498,2.9500183572574574,3.3541135204081627,surprised
119.95477917729592,66.87114689362883,6.0,247.0,119.95477917729592,119.95477917729592,119.95477917729592,66.87114689362885,66.87114689362885,66.87114689362885,119.95477917729592,66.87114689362883,0.9999999166352584,0.5574695879360994,0.0,0.0,neutral
151.11840322066325,64.00605987609521,0.0,255.0,151.11840322066325,151.11840322066325,151.11840322066325,64.00605987609521,64.00605987609521,64.00605987609521,151.11840322066325,64.00605987609521,0.999999933826727,0.42354904681690575,0.0,0.0,surprised
102.37747794430273,67.38418777622599,0.0,255.0,103.90648915816327,99.6336894132653,103.5922552614796,68.587202201185,65.4994251068046,67.9423679080397,102.37747794430273,67.38418777622599,1.0030332756590516,0.6581934088174303,5.670967362745611,4.272799744897966,neutral
110.56977439413265,41.78579291617443,1.0,182.0,110.56977439413265,110.56977439413265,110.56977439413265,41.78579291617443,41.78579291617443,41.78579291617443,110.56977439413265,41.78579291617443,0.9999999095593787,0.37791330737542594,0.0,0.0,surprised
149.63063350340136,62.050146425199024,0.0,255.0,150.17715640943877,149.68969228316325,149.02505181760205,62.40583982610311,62.84463662062193,60.87738425213587,149.63063350340136,62.050146425199024,1.0077308781340872,0.41468876275860245,0.33445220223303584,1.1521045918367179,fearful
105.94363174957483,60.46938202328582,0.0,255.0,105.70206871811224,105.75422512755102,106.37460140306122,59.52122020088758,61.35588435746039,60.51477774012546,105.94363174957483,60.46938202328582,0.9936776014870629,0.5707693357022862,0.13998120443102122,0.6725326849489761,fearful
180.22694116709184,47.65854457108373,0.0,255.0,180.11397879464286,180.55171795280611,180.01512675382654,47.44663043737835,48.7274370110318,46.779286533388905,180.22694116709184,47.65854457108373,1.000549076275466,0.26443628027030536,0.08155290189756145,0.5365911989795791,surprised
119.72885443239795,73.43094440786469,0.0,249.0,119.72885443239795,119.72885443239795,119.72885443239795,73.43094440786469,73.43094440786469,73.43094440786469,119.72885443239795,73.43094440786469,0.9999999164779516,0.6133102886758416,0.0,0.0,surprised
102.01851482780613,33.82897441129843,0.0,173.0,102.01851482780613,102.01851482780613,102.01851482780613,33.82897441129843,33.82897441129843,33.82897441129843,102.01851482780613,33.82897441129843,0.9999999019785866,0.33159638867938246,0.0,0.0,sad
126.87300701530613,60.21083029518369,10.0,224.0,126.87300701530613,126.87300701530613,126.87300701530613,60.21083029518369,60.21083029518369,60.21083029518369,126.87300701530613,60.21083029518369,0.9999999211810341,0.47457553790117385,0.0,0.0,neutral
72.19310028698979,65.53993424572153,0.0,251.0,72.19310028698979,72.19310028698979,72.19310028698979,65.53993424572153,65.53993424572153,65.53993424572153,72.19310028698979,65.53993424572153,0.9999998614826268,0.9078419531334798,0.0,0.0,angry
118.12053571428571,58.76420953459482,0.0,226.0,118.12053571428571,118.12053571428571,118.12053571428571,58.76420953459483,58.76420953459483,58.76420953459483,118.12053571428571,58.76420953459482,0.999999915340723,0.49749354931644013,0.0,0.0,happy
113.19917889030613,80.2093849135878,0.0,226.0,113.19917889030613,113.19917889030613,113.19917889030613,80.20938491358778,80.20938491358778,80.20938491358778,113.19917889030613,80.2093849135878,0.9999999116601443,0.7085685480601228,0.0,0.0,angry
64.90499441964286,62.05977906199908,0.0,240.0,64.90499441964286,64.90499441964286,64.90499441964286,62.05977906199908,62.05977906199908,62.05977906199908,64.90499441964286,62.05977906199908,0.9999998459286754,0.9561632360542186,0.0,0.0,surprised
156.93417171556123,37.46597030834643,22.0,240.0,156.93417171556123,156.93417171556123,156.93417171556123,37.46597030834643,37.46597030834643,37.46597030834643,156.93417171556123,37.46597030834643,0.9999999362790191,0.2387368379455563,0.0,0.0,neutral
91.39775988520408,44.443423172449904,16.0,218.0,91.39775988520408,91.39775988520408,91.39775988520408,44.443423172449904,44.443423172449904,44.443423172449904,91.39775988520408,44.443423172449904,0.99999989058814,0.4862637592609863,0.0,0.0,angry
150.0042051977041,34.68875713406814,26.0,223.0,150.0042051977041,150.0042051977041,150.0042051977041,34.68875713406814,34.68875713406814,34.68875713406814,150.0042051977041,34.68875713406814,0.9999999333352066,0.23125188241109554,0.0,0.0,neutral
